"id","user_id","alias2","comment","name","fullname","username"
79,249,"dines-unirii","Dines, cu siguranta o alegere buna pentru a-ti potoli foamea, fie ca esti la serviciu, fie ca esti acasa singur sau cu prietenii. Dintre divesitatea de mancaruri v-as sugera sa incercati meniul pui shanghai. Nu o sa gasiti in niciun alt local din Bucuresti sau in afara lui pui shanghai facut atat de savuros precum il fac cei de la Dines. Si, in plus, pentru a completa acest gust trebuie neaparat sa il combinati cu sosul de maioneza cu usturoi. Acest sos pur si simplu incantor este mult mai sanatos si mai gustos decat orice alt sos din lanturile de restaurante fast food. As fi in stare sa comand intreg meniulul doar pentru el. Cartofii prajiti nu sunt asemanatori cu cei pai de la Mcdonald , in schimb au un gust dulceag precum cartofii noi. Si nu e nimic mai bun decat savoarea cartofiilor noi. Alte lucruri care cred ca ar putea sa va intereseze sunt: restaurantul va ofera mancaruri pe care probabil nu le-ati consuma chiar in fiecare zi. Eu una asa v-as sugera, intrucat eu prefer mancarurile ce duc spre ideea ""ca la mama acasa"". In schimb preturile sunt accesibile si cu siguranta in momentul in care comandati ceva nu o sa va para rau. Sa aveti pofta!      ","Dines","0","dinutu"
80,254,"chop-stix-berceni","Daca esti grabit, ai pauza de masa mai scurta, sau pur si simplu vrei sa mananci ceva mai in graba, Chopstix ar fi o alegere mai buna decat Mc sau alte restaurante fast-food.
Mancare buna, preturi cam maricele, dar totusi acceptabile, si o servire potrivita.
Desi nu toate mancarurile iti fac cu ochiul, la sfarsit ramai surprins de gustul lor. Recomandat sa intrebi ce contine un anumit fel de mancare pentru ca nu toate ingredientele sunt afisate.
Deci, pofta buna.
","Chop Stix","0","alexandructin"
81,247,"templul-soarelui-sectorul-2","Am vizitat mai multe restaurante chinezesti de-a lungul timpului si Templul Soarelui mai ales cel de langa Foisorul de Foc este cel mai bun ca raport calitate/pret. Mancarea este foarte buna si servirea deasemenea. Foarte interesanta ideea cu rotativa de la mesele mari cu ajutorul careia poti face share foarte comod. Am acordat doar 4 stele fiindca nu este un restaurant luxos si mai are unele carente la aspectul locatie altfel cred ca as fi putut sa ii acod 5 stele. Cei carora le place mancarea chinezeasca cu siguranta cu siguranta apreciaza acest restaurant iar cei care nu l-au descoperit inca pot sa incerce fara retinere.","Templul Soarelui","0","pmg7828"
82,255,"phd-02454","Raportul Calitate-Pret Excelent","PHD","0","djhappy23"
83,245,"jerrys-pizza-02224","Jerry's Pizza-nu voi scrie despre cum am ajusn la aceasta pizzerie,nici de clasica replica cu ""Alo?!Jerry's Pizza?"" . Ma rezum la cea ce este cel mai important : PIZZA! Blat pufos,delicios,ti se topeste in gura,iar in combinatie cu dressingul dorit rezulta o pizza delicioasa,gustoasa,nemaipomenit iar lista poate continua cu o gramada de adjective.O mancare buna cere o bautura,pentru ceva lei in plus poti cere si o cola rece. Cat despre pret...ce mai conteaza?! Calitatea se plateste!","Jerry&#039;s Pizza","0","andreimango"
84,257,"la-mama-sector-1","Restaurantul ""La Mama"" este unul dintre puţinele care au preparate tradiţionale cu un gust desăvarşit şi ca ""La Mama"" acasă. Nu am întâlnit foarte multe restaurante tradiţionale în care să simţi gustul acela specific de mâncare de acasa, dar ""La Mama"" se numără printre cele în care se merită să mănânci.","La Mama","0","KayLoN"
85,262,"speed-pizza-sectorul-6","Speed Pizza este cea mai buna alegere daca aveti de gand sa mancati o pizza gustoasa si frageda la un pret mic fata de cat ar merita, alaturi de prieteni si familie in oras sau pur si simplu atunci cand aveti chef de ceva delicios si satios acasa, pastrandu-va comoditatea caci speed pizza face si livrari la domiciliu. Raport calitate-pret de exceptie!:)","Speed Pizza","0","AlexaDi23"
86,265,"pizzeria-florina-sectorul-3","pizza cred ca e singurul loc unde face cea mai gustoasa pizza si care nu-ti strica pofta de mancare deci i-as da un 9 cam asa dar cu apalauze totodata","Pizzeria Florina","0","shadow.gabriel"
87,267,"trenta-pizza-sectorul-2","Pizza Trenta este mancarea ideala atunci cand vrei sa-ti rasfeti papilele gustative cu ceva deosebit si sa ai o atmosfera excenta printre prieteni. Livrarea prompta a blatului crocant, asezonat cu delicioasa branza mozzarella, alaturi de combinatia de legume aburinde si pui rumenit, nu pot decat sa-ti ridice moralul si sa faca fiecare zi una speciala.","Trenta Pizza","0","cristina_dta"
88,267,"trenta-pizza-sectorul-2","Pizza Trenta este mancarea ideala atunci cand vrei sa-ti rasfeti papilele gustative cu ceva deosebit si sa ai o atmosfera excenta printre prieteni. Livrarea prompta a blatului crocant, asezonat cu delicioasa branza mozzarella, alaturi de combinatia de legume aburinde si pui rumenit, nu pot decat sa-ti ridice moralul si sa faca fiecare zi una speciala.","Trenta Pizza","0","cristina_dta"
89,266,"jerrys-pizza-02224","Jerry's pizza cu o bere iti fac seara o placere, blatul ala pufos ti se topeste in gura, atunci cand mananc pizza de la jerry's imi place sa fac cascada de pizza in gura, iar atunci cand sunt foarte infometat ma duc si mananc frifiderul cu priza cu tot:) ca altfel tre sa imi iau vro 2-3 pizza mari:D. 
Da ce sa mai este o minunatie pizza de la ei foarte buna, bine ambalata fierbinte si gustoasa mereu.
Eu ca pizzar de meserie ii dau nota 10 pentru cea mai buna pizza din oras.
Merita sa comanzi de la Jerry's ","Jerry&#039;s Pizza","0","Sisi"
90,268,"gambinos-pizza-sectorul-3","Sosul iute de la Gambinos te curata incet, dar sigur si mai ales intr-un mod placut. Este cel mai iute sos de pizza intalnit in Bucuresti si chiar ma mir ca au avut asemenea curaj. ","Gambinos Pizza","0","h0stile"
91,268,"phd-02454","Trebuie sa incercati pizza cu inel de mozzarella de la PHD. Practic orice pizza poate fi comandata astfel si pot sa va garantez ca este un deliciu mancata fierbinte. Blatul de pe margine, care de cele mai multe ori ramane in cutie, ascunde acum un delicios inel de mozzarella topita. ","PHD","0","h0stile"
92,270,"cuptorul-cu-lemne-02114","Blatul subtire si crocant, calitatea ingredientelor, savorea unica fac aceasta pizza prefearata adeptilor calitatii si credetima ca nu raman nicic marginile !! Pofta buna !
","Cuptorul cu lemne","0","Silvanita4u"
93,273,"pizzeria-florina-sectorul-3","pizza calitatea 1,gust deosebit,contine tot ceea ce trebuie sa contina o pizza de calitate foarte buna.  merita incercate si gustate","Pizzeria Florina","0","gabrielc_66"
94,271,"phd-02454","Cand mi-e foame rau de tot
Sa navighez pe site-uri nu mai pot.
De Pizza Hut ma informez
Si numarul repede eu il formez.

Adresa mea e deja pastrata, 
Caci nu mi-e foame pentru prima data...
Cu extra topping de ciuperci si masline
Imi lasa gura apa pana pizza vine.

Dar mult eu nu am de asteptat,
De aceea am si comandat
Si cand baiatul cu pizza vine,
Ii zambesc si ii urez numai de bine.

Insa relatia noastra de lunga durata
Nu a fost chiar nepatata,
Caci o data, din alta parte sunand,
Am mancat de la ei doar in gand.

Pentru ca adresa nou data
Era prea departe pe harta,
Mi-au spus ca nu pot veni 
Si pentru asta nu i-am putut suferi.

Dar foame iar mi s-a facut
Si supararea iata ca mi-a trecut.
Telefonul repede l-am luat
Si din nou la PHD eu am sunat.

Acum suntem din nou prieteni
Si cu comanda ei dau pinteni,
Caci acum eu am comandat
Si in 30 de minute am si infulecat.","PHD","0","Monishu"
95,272,"dominium-26554","Am un amic care este designer. Recent s-a ocupat de amenajarea restaurantului 1001 de nopti,un restaurant cu specific libanez, situat in apropierea parcului Cismigiu.
O data ce si-a terminat treaba acolo a fost invitat la The Grand Opening. Am mers si eu cu el pentru ca il laudase destul de mult...si pe buna dreptate.
Era grozav inauntru, m-a impresionat ambianta si luxul in care era invaluit tot decorul salii.
La intrarea in restaurant astepta o ospatarita foarte cocheta care ne-a condus la masa si a adus meniurile.
Nu mai servisem masa intr-un restaurant libanez pana atunci.De fapt nu cred ca mai mancasem mancare libaneza gatita ca la carte.
Eram intr-o mica dilema.Sincer nu stiam ce sa comand.Erau atat de multe preparate cu ingrediente deosebite:hommos beirut,nuca,mutabal,babaganouj,labne,sos de susan, menta, susan negru,sos de rodie(yum).
M-am hotarat sa incerc un Platou Mixt Damasc si o portie de ficatei de pui cu sos de rodie si garnitura de cartofi iuti.
Prepararea gustarii reci(platoul Damasc) a durat in jur de 8-9 minute  si in jur de 12-14 minute pentru ficateii de pui.
Eu si amicul meu ne-am delectat cu platoul Damasc(delicios si foarte consistent, cel putin pentru 2 persoane- 57lei)
care era foarte diversificat : humus clasic si picant, muhamara(pasta de ardei iute amestecata cu nuca-yum),labne(crema de iaurt),babaganouj(salata de vinete libaneza),mutabal(salata de vinete arabeasca).Un amestec fin de gusturi si o explozie de arome noi.Mi-a placut foarte mult.
Urma acum felul 2
Ficateii de pui in sos de rodie au fost intradevar ceva neasteptat(in sensul bun al cuvantului).Oricine cred ca a mancat ficatei de pui, dar credeti-ma ca sosul de rodie ii duce cu totul la un alt nivel:).Au mers la fix cu cartofii care erau invaluiti de o crusta subtire si picanta.
Am savurat:)
Dupa delectarea papilelor gustative ne-am intreptat usor spre etajul restaurantului, unde era un lounge bar.
Ne-am relaxat,am fumat narghilea si am ascultat muzica chill-out.
A fost o seara reusita.
Mai tarziu am aflat ca bucatarul restaurantului este chiar din Damasc.:)


","Dominium","0","alex.duta"
96,279,"cuptorul-cu-lemne-02114","Eu am comandat pizza din acest restaurant. 
Livrarea a fost foarte prompta, rapida, comunicarea atat cu persoana care a preluat comanda cat cu cele care au efectuat livrarea a fost excelenta (scurta, la obiect, discutie pertinenta, voce prietenoasa, respectuoasa). Produsele au fost aduse in ambalaj perfect igienic, din carton. Pizza (oricare sortiment pe care l-am comandat) a fost excelenta. Cu un blat subtire si delicios, ingredinete savuroase, design placut, apetisant... 
Nu raman resturi la astfel de preparate!
","Cuptorul cu lemne","0","paralela"
97,280,"la-tortilla-sectorul-1","Mancarurile facute aici in stil traditional te fac sa te simti ca in zonele lor originare. Oricand poti incerca si nu o sa regreti,mai ales daca iti place sa mananci foarte picant. Recomand cu incredere.","La Tortilla","0","Mugurel"
98,282,"gyros-thessaloniki-sectorul-1","un restaurant cu mancaruri internationale,specific grecesc, la preturi convenabile pentru orice buzunar
Pofta buna!!","Gyros Thessaloniki","0","corinadumitrescu"
99,285,"jerrys-pizza-02224","Cea mai buna pizza pe care am mancat-o diferentiindu-se prin blatul pufos, ingrediente foarte bune, timp de livrare mic. Un alt punct forte este posibilitatea alegerii dintr-o gama foarta variata de produse la un pret accesibil.","Jerry&#039;s Pizza","0","foot_muste"
100,291,"jerrys-pizza-02224","Best pizza ON EARTH! Click LIKE if you agree!","Jerry&#039;s Pizza","0","miha_me_89"
101,290,"bio-catering-sectorul-4","Bio Catering...ce iti poti dori mai mult?? Bucatarie traditionala romaneasca,ce iti alina dorul de parinti,bunici,origini.Bucate sanatoase gatite cu grija fata de mediu,o mare diversitate,preturi exceptionale,intr-un cuvant servicii ireprosabile.Singurul dezavantaj ar fi acela ca felurile traditionale sunt un pic greoaie si de aceeea nu este indicat a fi consumate zilnic.In rest,nota 10 cu felicitari !","Bio Catering","0","nt_crn"
102,292,"phd-02454","o pizza de la ei de mananci,
la altii nicicand n-o sa te mai duci,
ca-i subtire sau pufoasa
ea mereu este gustoasa.
de primire ce sa mai spun?
dau din ei tot ce-i mai bun!","PHD","0","mihaelaciobanu86"
103,293,"cuptorul-cu-lemne-02114","  Chiar dacă criza spune că am ajuns să consumăm cu 21% mai puțină mâncare, restaurantul Cuptorul cu Lemne este singurul în care și după ce ai terminat de mâncat ai mai comanda ceva, doar uitându-te la pozele din meniu ! 
   Conform unui sondaj mondial, pe primul loc în topul celor mai cunoscute mâncăruri din lume au ieșit pastele, așa că dacă ajungeți la Cuptorul cu Lemne și doriți să vă convingeți de veridicitatea acestui sondaj comandați Paste Cu Fructe De Mare - Spaghetti.","Cuptorul cu lemne","0","AsafteiLaurentiu"
104,294,"pizzeria-florina-sectorul-3","o pizza care trebuie mancata chiar si cand tii cura de slabire !:d
","Pizzeria Florina","0","clahap"
105,296,"phd-02454","Bun de te lingi pe degete :P.","PHD","0","anna rock"
106,298,"wu-xing-berceni","Super Wu Xing, niciodata nu m-au dezamagit nici ca timp de livrare nici ca si calitate a mancarii.Merita!","Wu Xing","0","delinuta"
107,299,"bucate-pe-roate-sectorul-3","""Bucate pe roate"" un nume dinamic asa cum sunt si mancarurile delicioase care aluneca suav pe gatlejul flamand.Avand o foame crunta am comandat:""Cartof copt cu crema de branza si smantana"" ce bunatate...dreasa cu o cola rece. Apetitul s-a deschis si imediat un pui taranesc a picat pe patul de cristal ametit de aroma cartofilor taranesti care si ei au fost foarte buni buni buni. La final am servit o ""Placinta cu mere"" fooooarte buna si apetisanta. Toate au fost de sa le asezi la inima. 


P.S.:""Bucate pe roate iti ofera de toate!"" ","Bucate pe roate","0","ilupchian"
108,303,"speed-pizza-sectorul-6","Speed Pizza este cea mai buna alegere daca aveti de gand sa mancati o pizza gustoasa si frageda la un pret mic fata de cat ar merita, alaturi de prieteni si familie in oras sau pur si simplu atunci cand aveti chef de ceva delicios si satios acasa, pastrandu-va comoditatea caci speed pizza face si livrari la domiciliu. Raport calitate-pret de exceptie insa pe vitor ar fi bine sa poata livra in tot bucurestiu si zonele limitrofe","Speed Pizza","0","florindaniel85"
109,303,"gambinos-pizza-sectorul-3","
Speed Pizza este cea mai buna alegere daca aveti de gand sa mancati o pizza gustoasa si frageda la un pret mic fata de cat ar merita, alaturi de prieteni si familie in oras sau pur si simplu atunci cand aveti chef de ceva delicios si satios acasa, pastrandu-va comoditatea caci speed pizza face si livrari la domiciliu. Raport calitate-pret de exceptie ","Gambinos Pizza","0","florindaniel85"
110,260,"la-mama-sector-1","Este un restaurant bun iar preturile sunt ok:).
","La Mama","0","danone001"
111,308,"dominium-26554","Dominium este unul dintre localurile pe langa care treci in drumul dintre Unirii si Universitate, pe unde era pana de curand faimosul Sheriff’s. E rosu. E la strada. Si e fain. Mai ales pe dinauntru. 

Decorul pare decupat dintr-un “clasic” dinner american, ceva mai spatios. Insa atmosfera (si servirea!) este mai degraba italieneasca. In sensul figurat. 

Da, mancarea de la Dominium este buna. Si la gust, si la privire; o poti vedea si pe un ecran marisor. Da, portile sunt mari. Si da, preturile sunt pe masura preparatelor. Fireste ca e loc si de mai ieftin, gratis daca se poate, dar vorba aia, nu suntem la carciuma.

Sectiunea de fumatori este mai aerisita decat “nefumatoarele” multor altor restaurante, cu sau fara pretentii. 

Nici la capitolul livrari nu se dezice. Cea mai mare pizza, de pilda, e cam cat o roata de Touareg (cred), iar cea mai mica e destul de mare cat sa bea legal in toate Statele Unite (dar in centimetri). In plus, ti-o poti comanda exact dupa chipul si asemanarea dorintelor dictate de stomac.

Daca esti intrebat, spune Da extra-toppingului de mozzarella, adauga niste porumb si neaparat stropeste-o cu aioli (parca?), sosul lor de usturoi.

Da o tura pe la ei sau suna-i intr-o duminica lenesa si vezi daca ma insel. Bon appetit, zic!

P.S.: Uita-te dupa oferte! Sunt multe, diverse si apetisante. Si “da un Like” la ce-ai aflat mai sus :)
","Dominium","0","ciut"
112,310,"la-tortilla-sectorul-1","Când e ger şi-ncepi să te chirceşti şi să tremuri necontrolat, ştii ce e mai bun decât o pereche de ciorapi din lână? O porţie de BURRITO. 
În restaurantul ""La Tortilla"", unul dintre puţinele locuri deschise non-stop de pe bulevardul Ion Mihalache, poţi să comanzi cel mai iute ardei iute, pus la înghesuială de carne rumenită de pui, scăldat în sos guacamole şi parfumat cu boia dulce, toate îmbrăţişate cu drag de o lipie pufoasă preparată cu lapte.
Nici caşmirul nu ţine mai bine de cald!","La Tortilla","0","GoodGabrielle"
113,317,"wu-xing-berceni","Wu Xing ofera satisfactie cu fiecare comanda, livrarea este rapida iar mancarea este foarte buna, un singur minus as avea de semnalat, pachetele cu legume comandate acum cateva zile au fost sub asteptari","Wu Xing","0","alexv"
114,315,"dominium-26554","Un ""coltisor"" din minunata Italie...in care bunul gust se imbina cu aroma imbietoare de aluat fraged,presarat cu delicioasele bucatele de vita,mozzarella,carnati,bacon si alte ingrediente cu gust divin,stropite de sosul de rosii si nelipsitul usturoi.Dar sa nu uit de minunatele paste cu sos de ciuperci si pui,presarate cu parmezan...un deliciu ce-ti ""gadila"" simturile.Meniul bogat,atmosfera relaxanta,muzica placuta si atentia acordata clientului fac din Dominium,un restaurant ce te imbie sa-i calci pragul si sa revii cu placere de fiecare data.","Dominium","0","Buterfly"
115,318,"pizzeria-florina-sectorul-3","Gust si arome deosebite, retete respectate - clienti satisfacuti ! Cred ca asta caracterizeaza o pizzerie de renume","Pizzeria Florina","0","Nick"
116,324,"wu-xing-berceni","Wu xing mereu indeplineste
Orice dorinte care iti pofteste
Rapid si de calitate
Niciodata lipsit de varietate
Gustos si rezonabil
Mereu la indemana si responsabil
","Wu Xing","0","Catalin2000"
117,323,"trattoria-imperium-sectorul-4","Daca esti fanul mancarurilor cu specific italienesc, daca adori sa te rasfeti cu unul din numeroasele sortimente de pizza, unde cu siguranta nu vei fi dezamagit de calitatea ingredientelor folosite, daca varietatea de paste pe care noi le preagtim cu atata caldura in suflet reprezinta intotdeauna o masa delicioasa de nelipsit, alaturi de care suntem ferm convinsi ca veti asocia un vin de o calitate deosebita sau o racoritoare.
Si spre final-desertul-momentul duulce de nelipsit din ritualul oricarei mese, atunci cu siguranta sunteti fanul restaurantului nostru-Trattoria Imperium-unde, zi de zi va invitam sa alegeti si sa va bucurati de cele mai bogate gusturi!","Trattoria Imperium","0","Emilia_Dumitrescu"
118,329,"trattoria-imperium-sectorul-4","Cea mai buna pizza quattro stagioni pe care am mancat-o vreodata. Acum ca ma gandesc, parca inca ii mai simt gustul...yammy..!!","Trattoria Imperium","0","Florin"
119,334,"pizzeria-florina-sectorul-3","2009...ziua unei colege...două pizza Family gigantice din care s-au săturat vreo 12 inşi. Pizza, nici aşa nici altminteri ","Pizzeria Florina","0","mihaipriboianu"
120,335,"speed-pizza-sectorul-6","Speed Pizza este cea mai buna alegere daca doresti a savura o pizza gustoasa si frageda la un pret accesibil si convenabil de care te vei putea bucura alaturi de prieteni ori familie la pizzerie ori acasa deoarece speed pizza face si livrari la domiciliu intr-un timp scurt.","Speed Pizza","0","Mihai"
121,339,"chinese-garden-sectorul-5","A fost dragoste la prima vedere. ""Love at first sight' cum s-ar zice... Decorul -  specific Chinei, insa fara prea multe elemente kitsch, avand peretii rosii, lampile cu copacei imprimati si cateva statui cu Buddha sau un compatriot al acestuia. Muzica chinezeasca de genul  chill-out in surdina, angajati respectuosi si dornici sa indrume clientii catre felurile neobisnuite de mancare. Mancarea ? Foarte buna - spre excelenta. Mereu proaspata, aromata, dulce-acrisoara, exact cum imi place mie, fan declarat si infocat al bucatariei chinezesti. Pentru un pranz infometat si seri atipice, se preteaza foarte bine costitele Gan-Bian, suculente si aromate, Rata cu ceapa - neobisnuit de gustoasa , Puiul indragostit - o inimioara la propriu! - alaturi de orezul Chinesse Garden, care contine tot ce e mai bun dintr-o gradina chinezeasca: ciupercute, ardei iute, fasole verde, mazare, morcovi, ceapa verde. Insa, festinul chinezesc suprem pentru mine ramane o portie generoasa de Pui Chinesse Garden, in care se vor regasi, deloc sfioase, multe bucatele bine facute de pui, legume colerate si crocante pregatite rapid in wok, alaturi de un sos dulce- acrisor... Divin, papilele mele gustative sunt fericite ori de cate ori trec pragul acestei gradini chinezesti. Nu ma credeti pe cuvant, convingeti-va singuri si nu veti regreta! ","Chinese Garden","0","IuliaT"
122,344,"trenta-pizza-sectorul-2","De mi-e foame de mi-e sete,
De mi-e gandul iar la fete,
Si mi-o fi stomacul gol,
Si as hali-un profiterol,
Iar mi-e goala pusculita,
Eu ma duc la Trenta Pizza.","Trenta Pizza","0","katalyn_1987"
123,351,"restaurant-piccadilly-sectorul-3","Iamiii, un loc pentru tot rasfatul culinar, esti in raiul delicateselor, nu mai spun de servire si amplasament, te fac sa mananci ""ca la mama acasa"" si vorba celorlati ai vrea sa le incerci pe toate odata.","Restaurant Piccadilly","0","maryan"
124,352,"casa-calypso-sectorul-1","Cand iti este dor de mancarea mamei unde gustam ingredientele naturale alese si preparate cu grija si atentie cauti si nu gasesti insa acest restaurant promite rusticul si traditionalul cautat!! mancarea este pe toate gusturile si farmecul il face clientul satisfacut care stiti si dumneavoastra "" cumpara ce ii place si de unde ii place"".
De aceea aleg sa se intoarca . Astefel Casa Calypso se bucura de bucuria aprecierii , dovada clientul care se intoarce sa guste bunatati-le preparate ( cum se spune) 
"" Ca la mama acasa "".","Casa Calypso","0","RuseCatalin"
125,356,"cuptorul-cu-lemne-02114","Astfel, sa mananci o mancare calda, gustoasa, intr-un ambient placut si curat poate fi o hrana nu numai pentru trup dar si pentru suflet.
Atat grupurile de prieteni sau tinerii indragostiti, cat si oamenii de afaceri care mananca in restaurantul cuptorul cu lemne, ne demonstreaza ca ""sa iei masa in oras"" reprezinta deja o importanta parte a vietii sociale de zi cu zi..","Cuptorul cu lemne","0","claudiaa"
126,363,"oala-cu-bunatati-sectorul-1","Mi-a fomica si vreau ceva bun, sunt grabit si vreau acum, sun repede la ""Oala cu Bunatati"" si vine masa la birou, am mancare de la mama buna de ma ling pe degetele.
","Oala cu bunatati","0","ROA"
127,363,"oala-cu-bunatati-sectorul-1","Am azi o sarbatoare in familie si termin programul tarziu, fac comanda la ""Oala cu bunatati"" si oaspetii mei nu vor sesiza ca mancarea nu e facuta acasa.
Multumesc ""Oala cu bunatati"", m-ai salvat inca o data!","Oala cu bunatati","0","ROA"
128,364,"jerrys-pizza-02224","Jerry's Pizza este probabil una din cele mai bune pizzerii din Bucuresti. Produsele sunt foarte bine preparate, savuroase, intodeauna proaspete, ingredientele fiind bine proportionate. Gustul delicios poate crea o dependenta benefica - raportul pret calitate fiind unul foarte bun. De asemenea, daca foamea te-a lovit brusc si neasteptat, Jerry's Pizza este alegerea ideala, livrarea fac\ndu/se in cel mai rapid timp. Dati un like la post daca ati incercat si voi, daca nu dati like si incercati cat mai repede o savuroasa pizza la Jerry's pizza. ","Jerry&#039;s Pizza","0","danaosiac"
129,366,"wu-xing-berceni","cel mai bun restaurant cu livrare la domiciliu,rapid si gustos.cea mai sanatoasa mancare,carnea este slaba si nu e prajita,iar legumele si fructele sunt aproape in stare naturala,au toate vitaminele si proprietatile nutritive.fetitza mea in varsta de 3 ani,niciodata nu se da inlaturi de la mancarea chinezeasca si mereu vrea mai mult.o mancare apreciata si de bunica la varsta de 85 de ani. multumim wu xing.o mancare excelenta...","Wu Xing","0","babyval3ntyna"
130,371,"cuptorul-cu-lemne-02114","Prima data cand am mers la ""Cuptorul cu lemne"" am mancat ca porcul. Adica mult. A fost excelenta mancarea.
Apoi am comandat desertul, ceva ce nu mai mancasem niciodata: piure de castane. O nebunie. Totul s-a stropit cu Seven Up din belsug.
Pretul nu a fost in ton cu excelenta calitate. Abia am zarit nota de plata. De burta.
De atunci consider ""Cuptorul cu lemne"" unul din cele mai bune restaurante din Bucuresti. 
Felicitari echipei pentru munca depusa!","Cuptorul cu lemne","0","Zwargolak"
131,375,"cuptorul-cu-lemne-02114","Cuptorul cu lemne este restaurantul meu preferat, fiindca a resit sa-si pastreze, chiar sa-si imbunatateasca bucatele, de-a lungul timpului. Pizza mai buna ca aici nu am mancat nicaieri :) Toate preparatele lor sunt proaspete, gustoase si greu de rezistat. Servirea in restaurant este ireprosabila, la fel si livrarile la domiciliu. Cam din 2004 sunt client ""Cuptorul cu lemne"" si nu mi s-a intamplat niciodata sa nu fiu multumita de ceva. Iar in legatura cu raportul calitate-pret tot ce pot spune este: extraordinar. Tineti-o tot asa. Mancarea buna si sanatoasa este cheia unei vieti prolifice.","Cuptorul cu lemne","0","dae24"
132,379,"restaurant-piccadilly-sectorul-3","eu am fost foarte dezamagita de restaurantul asta pentru ca am  comandat 2 pizza pe care le-am primit in 45 de minute ceea ce nu mi se pare normal nici daca faceam comanda la domiciliu nu ma tinea atat. foarte zambitoare persoanele de acolo dar faptul k m-au facut sa astept atat ma facut sa nu vreau sa ma mai duc niciodata acolo","Restaurant Piccadilly","0","deedee"
133,379,"speed-pizza-sectorul-6","foarte prompti,am mancar doar la domiciliu dar mia placut foarte mult si faptul ca au venit repede si pentru ca e foarte delicioasa, preturi normale. pe scurt merita sa comanzi si a 2a oara si a 3-a oara...etc:)","Speed Pizza","0","deedee"
134,379,"dominium-26554","eu am fost foarte dezamagita de restaurantul asta pentru ca am comandat 2 pizza pe care le-am primit in 45 de minute ceea ce nu mi se pare normal nici daca faceam comanda la domiciliu nu ma tinea atat. foarte zambitoare persoanele de acolo dar faptul k m-au facut sa astept atat ma facut sa nu vreau sa ma mai duc niciodata acolo","Dominium","0","deedee"
135,380,"la-mama-sector-1","Acest restaurant chiar se innumara printre primele restaurante de top cu specific traditional romanesc,din bucuresti. Din punt de vedere al preturilor este chiar foarte accesibil,servirea este buna si calitatea preparatelor este destul de satisfacatoare,cred ca multumeste o gama foarte larga de clienti. ","La Mama","0","danielaiuli"
136,383,"la-mama-sector-1","Asi vrea sa am onoarea de a degusta din toate preparatele culinare gatite la restaurantul ""LA MAMA""!","La Mama","0","simona"
137,400,"magic-food-sectorul-1","Un show spectaculos ? Un strop de magie ?
Nicidecum. Doar delicatese care iti vor face gura apa cand iti vei aminti de acest loc.
Deci nu-ti face griji in privinta magiei , de nici o culoare :alba, neagra sau albastra..
E cat se poate de ""laic"".","Magic Food","0","alexp86"
138,402,"restaurant-piccadilly-sectorul-3","Picadilly este un restaurant distins.
Aici te poti bucura de preparate delicioase din bucataria italiana si romaneasca servite alaturi de cele mai alese vinuri intr-o ambianta de exceptie potrivita pentru orice eveniment.","Restaurant Piccadilly","0","Christine30"
139,405,"phd-02454","Sunt foarte ok, este adevarat ca este putin mai scump dar calitatea nu lasa de dorit niciodata! Mereu totul proaspat si pregatit excelent . Pasiunea mea la ei este Pizza Traditionala Chese Bites , este pur si simplu delicioasa !","PHD","0","mihaela_2012"
140,424,"speed-pizza-sectorul-6","Speed Pizza este o alegere de lux.O mancare cu gust divin care te face sa te simti in rai,cu care doresti sa te infructi la nesfarsit.Servirea rapida a celor de la Speed Pizza este incredibil de rapida,iar totul la un pret extraordinar..Va recomand cu drag Speed Pizza","Speed Pizza","0","Bazula"
141,429,"jerrys-pizza-02224","Stam cam la 10 minute de Jerry's Pizza si am descoperit Pizza Mexico intr-o seara cand ne plimbam catelul prin cartier. Ne-a zapacit complet papilele gustative cu blatul ala demential cu malai si topingul de pepperoni,jalapenos si tortilla chips.Imi ploua in gura numai cand ma gandesc la ea! De atunci suntem atat de indragostiti de ea incat in fiecare seara ne trezim in fata la Jerry's ,ne privim cu subinteles si bineinteles intram sa comandam o mexicana!","Jerry&#039;s Pizza","0","KatonaMirela"
142,425,"trenta-pizza-sectorul-2","Trenta Take-Away... Trec zilinic pe langa el... Nu cred ca sunt singurul care se simte ca un geriatric balos cand il cuprinde mirosul de pizza ""clocotita"" de la Trenta. Asta face, cu siguranta, parte, din farmecul  Trenta. Daca esti ca mine si nu ai rabdare sa stai 10 min sa iti astepti pizza la locul faptei, scoti telefonul,obligatoriu fara butoane, iti stergi de cateva ori degetele pe el, suni si comanzi una bucata capriciosa blat pufos pentru akasa (sau, dupa caz, mai multe, pentru k cei de la trenta au oferte foarte bune tot timpul). Pana iti faci siesta (25-40 min)  iti si suna ""pufosenia"" la interfon. Pretul...Pretul pietei(pentru asta exista mastercard :D , sau bonuri de masa). Va garantez ca placerea de a savura o pizza Trenta ramane neschimbata si la a 300'a comanda, ingredientele la fel de proaspete, blatul la fel de pufos, cascavalul la fel de topit si aburind. ","Trenta Pizza","0","Kiry87"
143,434,"phd-02454","Calitatea si promptitudinea primeaza!
Iar concursul ""Pofta-Buna"" te scoate din foame si la propriu si la figurat!","PHD","0","puiutu"
